post_id,date,platform,brand,content_format,reach,impressions,likes,comments,shares,saves
370,2026-02-14,TikTok,Aurora,Video,29405,37990,2197,111,403,366
371,2026-02-14,Instagram,Nimbus,Carousel,11274,17860,1001,68,99,178
372,2026-02-14,TikTok,Nimbus,LiveStream,5471,8641,458,41,55,23
373,2026-02-14,Instagram,Vela,Reel,34078,39442,2468,184,464,719
374,2026-02-14,TikTok,Vela,LiveStream,48884,69211,2779,396,306,207
375,2026-02-15,Instagram,Aurora,Image,9080,10619,408,42,49,83
376,2026-02-15,TikTok,Aurora,Video,41280,53806,3674,156,477,337
377,2026-02-15,TikTok,Aurora,Video,13743,21520,1120,66,182,165
378,2026-02-15,Instagram,Nimbus,Reel,15173,22012,1898,74,184,347
379,2026-02-15,TikTok,Nimbus,Video,5776,9120,397,37,97,74
380,2026-02-15,Instagram,Vela,Carousel,40027,61858,3398,211,317,679
381,2026-02-15,TikTok,Vela,LiveStream,37634,50267,2473,456,299,120
382,2026-02-16,Instagram,Aurora,Carousel,26916,45428,2639,197,207,441
383,2026-02-16,Instagram,Nimbus,Story,9164,13995,317,21,36,36
384,2026-02-16,Instagram,Vela,Carousel,48193,74724,4634,232,498,997
385,2026-02-16,TikTok,Vela,Video,64841,78425,4174,347,759,746
386,2026-02-17,Instagram,Aurora,Story,32545,49804,1183,58,121,200
387,2026-02-17,Instagram,Aurora,Carousel,15937,22277,1299,99,175,281
388,2026-02-17,TikTok,Aurora,Video,24928,32600,1851,138,412,282
389,2026-02-17,Instagram,Nimbus,Image,12547,16902,664,49,73,188
390,2026-02-17,Instagram,Vela,Carousel,26872,35152,2487,136,252,688
391,2026-02-17,TikTok,Vela,LiveStream,22179,28955,1099,265,182,110
392,2026-02-18,Instagram,Aurora,Story,20958,24573,735,40,98,101
393,2026-02-18,Instagram,Aurora,Reel,36365,48873,2896,166,663,636
394,2026-02-18,TikTok,Aurora,Video,15199,23325,1434,60,263,188
395,2026-02-18,Instagram,Nimbus,Image,24436,33812,1424,84,141,351
396,2026-02-18,TikTok,Nimbus,Video,16513,23000,1909,85,174,193
397,2026-02-18,Instagram,Vela,Image,24271,30574,1197,72,178,255
398,2026-02-18,Instagram,Vela,Reel,30464,45899,2991,112,514,509
399,2026-02-19,Instagram,Aurora,Reel,28066,44667,3415,127,433,424
400,2026-02-19,Instagram,Nimbus,Carousel,21109,34481,2033,101,245,367
401,2026-02-19,Instagram,Nimbus,Carousel,15364,17074,1193,88,109,408
402,2026-02-20,Instagram,Nimbus,Carousel,24109,28075,1563,133,178,379
403,2026-02-20,TikTok,Nimbus,Video,11161,18462,964,53,150,79
404,2026-02-20,Instagram,Vela,Image,23670,26850,1280,97,151,366
405,2026-02-21,TikTok,Aurora,Video,26602,29768,2401,153,280,237
406,2026-02-21,TikTok,Aurora,LiveStream,21079,30008,1816,184,140,85
407,2026-02-21,Instagram,Nimbus,Reel,21501,33817,2558,85,348,307
408,2026-02-21,Instagram,Vela,Story,11301,16846,399,20,44,69
409,2026-02-21,TikTok,Vela,Video,37900,60412,2463,157,533,410
410,2026-02-22,TikTok,Aurora,LiveStream,31347,47088,2011,246,223,101
411,2026-02-22,Instagram,Nimbus,Reel,13459,19471,1421,76,168,230
412,2026-02-22,Instagram,Nimbus,Story,12953,18169,330,21,38,51
413,2026-02-22,Instagram,Vela,Carousel,21169,32871,2036,138,165,574
414,2026-02-23,TikTok,Aurora,LiveStream,42829,64530,3278,537,319,216
415,2026-02-23,Instagram,Nimbus,Image,10770,18077,510,56,47,104
416,2026-02-23,TikTok,Nimbus,Video,5779,8406,485,25,90,69
417,2026-02-23,Instagram,Vela,Carousel,19357,30124,1712,129,151,339
418,2026-02-24,TikTok,Aurora,LiveStream,53290,75523,3533,615,307,160
419,2026-02-24,Instagram,Nimbus,Story,11186,16150,330,20,56,40
420,2026-02-24,TikTok,Nimbus,LiveStream,5604,9362,423,61,42,28
421,2026-02-24,TikTok,Nimbus,Video,9519,12595,849,33,160,118
422,2026-02-24,Instagram,Vela,Image,12128,18483,771,40,74,181
423,2026-02-24,Instagram,Vela,Reel,14624,16974,1266,74,231,299
424,2026-02-24,TikTok,Vela,LiveStream,42268,62977,3579,387,358,191
425,2026-02-25,Instagram,Aurora,Carousel,32380,54675,2861,166,398,681
426,2026-02-25,TikTok,Vela,LiveStream,48473,53376,3594,571,500,192
427,2026-02-26,Instagram,Nimbus,Reel,24357,36085,2913,145,336,454
428,2026-02-26,Instagram,Vela,Story,14839,21110,493,22,70,81
429,2026-02-26,TikTok,Vela,Video,13186,18835,1472,69,156,163
430,2026-02-27,Instagram,Aurora,Reel,29466,38956,2675,144,439,489
431,2026-02-27,TikTok,Aurora,Video,11396,12614,931,49,146,140
432,2026-02-27,Instagram,Nimbus,Carousel,7457,12627,754,54,55,207
433,2026-02-27,Instagram,Vela,Story,45613,63376,974,115,170,177
434,2026-02-28,Instagram,Aurora,Image,11841,19306,827,60,57,137
435,2026-02-28,Instagram,Aurora,Image,20667,23375,1246,102,101,242
436,2026-02-28,Instagram,Nimbus,Carousel,19684,25871,1618,99,216,557
437,2026-02-28,Instagram,Nimbus,Reel,10594,15393,1174,54,196,181
438,2026-03-01,Instagram,Aurora,Story,38527,46630,1103,54,171,235
439,2026-03-01,Instagram,Nimbus,Image,12388,20293,751,52,86,119
440,2026-03-01,Instagram,Nimbus,Story,12967,20880,450,24,43,73
441,2026-03-01,Instagram,Vela,Story,19782,32405,683,44,102,121
442,2026-03-01,Instagram,Vela,Reel,43908,71404,5127,192,844,878
443,2026-03-02,Instagram,Aurora,Story,24665,41090,635,48,91,136
444,2026-03-02,TikTok,Aurora,LiveStream,13253,14632,850,150,106,40
445,2026-03-02,Instagram,Nimbus,Story,20179,28313,453,35,61,118
446,2026-03-02,Instagram,Vela,Reel,10249,16249,1121,57,157,132
447,2026-03-02,TikTok,Vela,Video,51609,87045,5342,315,529,662
448,2026-03-03,Instagram,Aurora,Carousel,16089,19535,1641,105,187,349
449,2026-03-03,TikTok,Aurora,Video,33173,38169,2379,138,505,258
450,2026-03-03,Instagram,Nimbus,Reel,10243,17222,889,49,112,161
451,2026-03-03,TikTok,Nimbus,Video,8158,13590,863,40,133,65
452,2026-03-03,Instagram,Vela,Image,20368,28544,1587,98,86,298
453,2026-03-03,TikTok,Vela,Video,12952,17421,1459,81,157,166
454,2026-03-04,Instagram,Aurora,Reel,33833,57336,3516,162,401,768
455,2026-03-04,TikTok,Aurora,Video,26199,41901,1795,107,391,308
456,2026-03-04,TikTok,Aurora,LiveStream,29906,39625,2627,219,198,90
457,2026-03-04,TikTok,Nimbus,LiveStream,15978,26453,1254,182,92,65
458,2026-03-04,Instagram,Vela,Story,47032,74590,1799,104,148,231
459,2026-03-05,Instagram,Aurora,Image,36383,47277,2203,127,202,426
460,2026-03-05,Instagram,Nimbus,Image,15315,24504,1143,55,73,169
461,2026-03-05,TikTok,Vela,Video,19974,25209,2283,114,244,230
462,2026-03-05,TikTok,Vela,Video,37467,61634,2956,210,398,380
463,2026-03-06,Instagram,Aurora,Image,14854,18501,985,76,76,182
464,2026-03-06,TikTok,Nimbus,Video,5309,7887,448,20,93,52
465,2026-03-06,Instagram,Vela,Image,26732,43515,1313,119,195,379
466,2026-03-07,Instagram,Aurora,Reel,25888,40261,2546,158,501,574
467,2026-03-07,Instagram,Nimbus,Carousel,12011,15985,864,62,121,204
468,2026-03-07,TikTok,Nimbus,LiveStream,6878,9312,410,61,66,25
469,2026-03-08,Instagram,Aurora,Story,18361,28974,432,27,74,74
470,2026-03-08,TikTok,Aurora,Video,17749,27527,1163,103,215,225
471,2026-03-08,Instagram,Nimbus,Image,20849,23780,1164,72,142,239
472,2026-03-08,TikTok,Nimbus,Video,16927,21471,1225,87,271,218
473,2026-03-08,Instagram,Vela,Reel,23708,32360,1676,136,293,395
474,2026-03-08,TikTok,Vela,Video,33836,54478,3520,217,581,432
475,2026-03-09,Instagram,Aurora,Reel,35718,49647,3494,141,614,769
476,2026-03-09,TikTok,Aurora,LiveStream,20270,29996,1451,223,134,81
477,2026-03-09,TikTok,Aurora,LiveStream,29578,39755,2398,251,214,117
478,2026-03-09,Instagram,Nimbus,Image,12150,19964,590,45,74,142
479,2026-03-09,TikTok,Nimbus,LiveStream,16568,22028,881,167,119,72
480,2026-03-10,Instagram,Aurora,Story,38555,56505,960,74,118,227
481,2026-03-10,TikTok,Aurora,LiveStream,23793,27284,2114,272,211,72
482,2026-03-10,Instagram,Nimbus,Story,7126,10176,263,11,23,40
483,2026-03-10,TikTok,Nimbus,LiveStream,15935,23873,1152,131,124,67
484,2026-03-10,TikTok,Nimbus,Video,6131,10346,665,31,67,78
485,2026-03-10,Instagram,Vela,Image,10836,15303,801,50,48,103
486,2026-03-11,Instagram,Vela,Carousel,25996,41608,2058,154,328,441
487,2026-03-12,TikTok,Nimbus,LiveStream,16185,26665,1149,194,141,60
488,2026-03-13,Instagram,Aurora,Reel,19395,26398,1913,84,301,254
489,2026-03-13,TikTok,Nimbus,LiveStream,14912,21164,1081,187,125,68
490,2026-03-13,TikTok,Nimbus,LiveStream,16625,22917,1184,211,135,51
491,2026-03-13,Instagram,Vela,Reel,34353,46256,3998,196,638,494
492,2026-03-13,Instagram,Vela,Story,29760,40141,784,45,137,176
493,2026-03-14,Instagram,Aurora,Carousel,19548,22867,1474,106,225,437
494,2026-03-14,Instagram,Nimbus,Image,20565,27371,1410,68,136,282
495,2026-03-14,Instagram,Nimbus,Story,21574,34678,551,41,64,104
496,2026-03-14,Instagram,Vela,Image,17748,30158,1271,53,100,250
497,2026-03-14,TikTok,Vela,LiveStream,26285,33226,1984,295,234,125
498,2026-03-15,TikTok,Aurora,LiveStream,23365,37179,1706,291,193,114
499,2026-03-15,Instagram,Nimbus,Image,19271,26004,888,59,140,183
500,2026-03-16,Instagram,Aurora,Reel,39230,53820,3528,241,693,854
501,2026-03-16,Instagram,Aurora,Story,11335,15612,267,22,49,66
502,2026-03-16,Instagram,Nimbus,Carousel,17085,25003,1083,86,123,424
503,2026-03-16,Instagram,Nimbus,Story,9230,11198,335,18,34,51
504,2026-03-16,Instagram,Vela,Image,31361,35563,1864,131,239,483
505,2026-03-17,Instagram,Nimbus,Carousel,9342,12641,825,57,73,166
506,2026-03-17,TikTok,Vela,LiveStream,48345,78910,3492,592,470,219
507,2026-03-18,Instagram,Aurora,Story,37402,42378,1182,68,189,200
508,2026-03-18,TikTok,Nimbus,Video,17605,20662,1539,83,240,130
509,2026-03-18,TikTok,Nimbus,LiveStream,17554,23872,1201,208,149,88
510,2026-03-19,Instagram,Aurora,Story,10930,16143,359,21,36,64
511,2026-03-19,TikTok,Aurora,Video,30772,40126,2422,161,336,225
512,2026-03-19,TikTok,Aurora,Video,50134,77058,5597,186,751,431
513,2026-03-19,Instagram,Nimbus,Carousel,7066,10819,518,50,77,118
514,2026-03-19,Instagram,Nimbus,Carousel,17528,20763,1377,119,186,285
515,2026-03-19,TikTok,Nimbus,Video,11545,15194,1293,71,189,114
516,2026-03-19,Instagram,Vela,Carousel,33041,37195,2913,158,412,808
517,2026-03-19,TikTok,Vela,Video,32717,39004,3062,145,458,375
518,2026-03-20,Instagram,Aurora,Story,36375,46132,962,91,183,215
519,2026-03-20,TikTok,Aurora,Video,37560,61195,2440,145,505,487
520,2026-03-20,Instagram,Nimbus,Story,18776,27116,400,41,69,97
521,2026-03-20,TikTok,Nimbus,LiveStream,10516,17036,643,109,109,35
522,2026-03-20,TikTok,Vela,Video,21171,25952,1962,81,300,205
523,2026-03-21,Instagram,Aurora,Image,10656,14916,776,48,58,103
524,2026-03-21,Instagram,Nimbus,Story,21638,32694,822,37,83,117
525,2026-03-21,Instagram,Nimbus,Carousel,11353,13947,818,72,113,187
526,2026-03-21,Instagram,Vela,Reel,17550,27964,1739,88,245,395
527,2026-03-22,Instagram,Nimbus,Carousel,9046,13901,845,61,89,169
528,2026-03-22,TikTok,Vela,LiveStream,24185,34226,1780,221,148,96
529,2026-03-22,TikTok,Vela,LiveStream,57558,93270,4459,631,551,212
530,2026-03-23,TikTok,Aurora,Video,45423,58008,3503,236,631,323
531,2026-03-23,Instagram,Nimbus,Story,15147,24533,442,28,48,57
532,2026-03-23,TikTok,Nimbus,LiveStream,11799,17984,1067,150,75,48
533,2026-03-23,Instagram,Vela,Carousel,33068,39481,2278,150,317,769
534,2026-03-23,Instagram,Vela,Carousel,24879,33993,1511,170,187,478
535,2026-03-24,TikTok,Aurora,Video,10702,13593,888,47,142,120
536,2026-03-24,Instagram,Nimbus,Carousel,5280,7076,409,37,55,125
537,2026-03-24,TikTok,Nimbus,LiveStream,16611,19981,1271,161,102,58
538,2026-03-24,Instagram,Vela,Story,28664,39307,828,60,134,164
539,2026-03-25,Instagram,Aurora,Carousel,35947,43014,3233,153,454,651
540,2026-03-25,TikTok,Nimbus,Video,8900,12510,978,37,101,105
541,2026-03-25,Instagram,Vela,Story,17091,22372,408,39,72,63
542,2026-03-25,Instagram,Vela,Image,20006,27192,1521,92,92,221
543,2026-03-25,TikTok,Vela,Video,32237,47470,3371,125,491,270
544,2026-03-26,Instagram,Aurora,Image,13370,16444,601,58,72,195
545,2026-03-27,Instagram,Aurora,Reel,35501,45619,3544,221,375,561
546,2026-03-27,TikTok,Aurora,Video,27935,37776,2577,175,412,315
547,2026-03-27,Instagram,Nimbus,Reel,15924,19002,1337,72,213,220
548,2026-03-27,TikTok,Nimbus,Video,6179,9308,500,40,91,78
549,2026-03-27,Instagram,Vela,Story,39668,58678,1441,61,125,148
550,2026-03-27,TikTok,Vela,LiveStream,44255,60450,3738,322,301,136
551,2026-03-28,Instagram,Aurora,Reel,8570,11113,1109,39,111,148
552,2026-03-28,TikTok,Aurora,LiveStream,39875,56026,2148,494,297,168
553,2026-03-28,Instagram,Nimbus,Story,18791,28268,438,31,91,76
554,2026-03-28,TikTok,Nimbus,LiveStream,5403,8366,396,55,56,22
555,2026-03-28,Instagram,Vela,Reel,42756,66125,3182,266,667,798
556,2026-03-28,Instagram,Vela,Carousel,42076,64146,3375,232,349,651
557,2026-03-28,TikTok,Vela,Video,55611,77636,3633,301,776,562
558,2026-03-29,Instagram,Aurora,Carousel,17260,21330,1470,129,214,303
559,2026-03-29,TikTok,Nimbus,LiveStream,15307,21566,941,146,113,75
560,2026-03-29,TikTok,Nimbus,LiveStream,3917,5604,251,50,37,15
561,2026-03-29,Instagram,Vela,Image,46965,54133,3311,180,256,488
562,2026-03-29,Instagram,Vela,Reel,47733,61867,5336,255,624,723
563,2026-03-30,TikTok,Aurora,Video,18254,26276,1572,83,311,133
564,2026-03-30,Instagram,Nimbus,Carousel,14540,19820,894,109,103,246
565,2026-03-30,Instagram,Vela,Reel,38244,51296,4876,160,514,514
566,2026-03-30,TikTok,Vela,LiveStream,24907,30003,1545,258,220,121
567,2026-03-31,Instagram,Aurora,Reel,13172,18340,1461,63,213,298
568,2026-03-31,Instagram,Nimbus,Carousel,24815,29229,2282,142,316,674
569,2026-03-31,Instagram,Vela,Reel,27119,41090,2851,170,499,582
570,2026-03-31,Instagram,Vela,Story,32209,35564,875,68,132,198
571,2026-04-01,Instagram,Nimbus,Carousel,8443,9357,739,53,82,228
572,2026-04-01,TikTok,Nimbus,Video,10409,11891,709,65,167,110
573,2026-04-01,Instagram,Vela,Image,49068,81188,3096,157,309,435
574,2026-04-01,TikTok,Vela,LiveStream,65565,108690,5145,497,382,289
575,2026-04-02,Instagram,Aurora,Reel,10728,14412,966,66,146,143
576,2026-04-02,Instagram,Vela,Carousel,15397,24420,1027,103,168,298
577,2026-04-03,TikTok,Aurora,Video,43612,51191,4717,208,460,552
578,2026-04-03,Instagram,Nimbus,Image,9877,10943,436,43,63,146
579,2026-04-03,TikTok,Nimbus,LiveStream,5934,8070,301,59,45,29
580,2026-04-04,TikTok,Aurora,Video,11409,14328,742,62,160,117
581,2026-04-04,TikTok,Aurora,LiveStream,23132,38778,1195,164,139,99
582,2026-04-04,Instagram,Nimbus,Image,20479,22963,1207,104,103,280
583,2026-04-05,Instagram,Aurora,Story,7685,11127,275,15,34,47
584,2026-04-05,Instagram,Aurora,Reel,9274,11724,1139,60,170,148
585,2026-04-05,Instagram,Nimbus,Carousel,15695,18893,1339,92,162,447
586,2026-04-05,Instagram,Nimbus,Image,21138,25382,1302,68,158,301
587,2026-04-05,TikTok,Nimbus,Video,13869,17130,1481,65,223,156
588,2026-04-05,TikTok,Vela,LiveStream,33254,47240,2485,283,204,96
589,2026-04-06,Instagram,Aurora,Image,16755,21444,1050,71,117,218
590,2026-04-06,TikTok,Aurora,Video,51580,60332,3835,260,581,615
591,2026-04-06,Instagram,Vela,Image,36619,43027,1849,160,282,309
592,2026-04-07,TikTok,Aurora,LiveStream,20322,25091,1525,165,147,82
593,2026-04-07,TikTok,Aurora,LiveStream,54770,67601,3568,387,562,200
594,2026-04-07,Instagram,Vela,Image,42360,56476,2166,206,287,519
595,2026-04-08,Instagram,Aurora,Carousel,22289,35049,1666,149,160,609
596,2026-04-08,TikTok,Nimbus,Video,10978,16364,902,49,192,139
597,2026-04-08,Instagram,Vela,Reel,13358,22655,1364,51,229,220
598,2026-04-09,TikTok,Aurora,LiveStream,44344,72158,2509,353,315,211
599,2026-04-09,Instagram,Vela,Reel,31502,47425,3291,144,437,690
600,2026-04-10,Instagram,Nimbus,Carousel,20002,24545,1935,101,144,501
601,2026-04-10,TikTok,Nimbus,Video,12695,15476,829,46,173,135
602,2026-04-10,Instagram,Vela,Image,21615,27680,929,81,95,244
603,2026-04-10,TikTok,Vela,LiveStream,18257,22918,1467,196,118,91
604,2026-04-11,Instagram,Aurora,Story,9592,13197,213,17,43,62
605,2026-04-11,TikTok,Aurora,Video,14031,21536,1104,68,196,109
606,2026-04-11,Instagram,Nimbus,Carousel,6594,9534,380,46,60,166
607,2026-04-11,Instagram,Vela,Reel,21097,32681,1529,114,360,397
608,2026-04-12,TikTok,Vela,Video,62304,84651,5111,342,967,629
609,2026-04-13,Instagram,Nimbus,Reel,23881,40405,1714,145,420,386
610,2026-04-13,TikTok,Nimbus,LiveStream,10626,15076,727,133,81,43
611,2026-04-13,Instagram,Vela,Story,36412,40876,1164,51,139,159
612,2026-04-13,TikTok,Vela,Video,22739,37821,1972,122,406,194
613,2026-04-14,Instagram,Aurora,Story,16779,22287,627,31,83,68
614,2026-04-14,TikTok,Aurora,Video,24713,39221,2010,113,349,200
615,2026-04-14,TikTok,Aurora,Video,45127,58535,3104,241,490,579
616,2026-04-14,TikTok,Vela,Video,33958,51482,2486,153,395,400
617,2026-04-15,Instagram,Aurora,Story,10870,13530,323,17,46,46
618,2026-04-15,TikTok,Aurora,LiveStream,20790,24922,1717,152,132,108
619,2026-04-15,TikTok,Aurora,Video,17120,23482,1470,100,241,178
620,2026-04-15,Instagram,Nimbus,Story,13648,22169,396,21,57,65
621,2026-04-15,Instagram,Vela,Image,48937,83182,2079,162,218,685
622,2026-04-16,TikTok,Aurora,Video,39703,51678,3406,249,525,445
623,2026-04-16,TikTok,Nimbus,LiveStream,17257,21660,1097,207,179,77
624,2026-04-16,TikTok,Vela,LiveStream,50010,73528,3410,421,358,233
625,2026-04-17,Instagram,Aurora,Reel,16288,20071,1235,72,265,355
626,2026-04-17,Instagram,Aurora,Reel,19277,26783,2470,96,300,414
627,2026-04-17,Instagram,Nimbus,Image,18716,27580,1348,72,128,276
628,2026-04-17,Instagram,Vela,Image,14143,17512,738,62,65,208
629,2026-04-18,Instagram,Aurora,Carousel,31564,46813,1771,177,282,879
630,2026-04-18,TikTok,Aurora,LiveStream,33251,49020,1730,379,244,97
631,2026-04-18,Instagram,Nimbus,Reel,10480,17162,884,54,176,197
632,2026-04-18,Instagram,Nimbus,Story,8348,12689,177,16,33,32
633,2026-04-18,TikTok,Nimbus,LiveStream,7166,12143,449,86,67,23
634,2026-04-18,Instagram,Vela,Reel,24212,32997,2704,100,366,558
635,2026-04-18,TikTok,Vela,LiveStream,16301,26325,1090,124,135,74
636,2026-04-18,TikTok,Vela,Video,48739,64826,3500,209,574,594
637,2026-04-19,Instagram,Aurora,Story,25077,33372,576,59,115,149
638,2026-04-19,TikTok,Aurora,LiveStream,15745,24644,907,161,134,48
639,2026-04-19,Instagram,Nimbus,Reel,23644,28444,2758,87,295,431
640,2026-04-20,Instagram,Aurora,Reel,22052,24682,2606,109,408,479
641,2026-04-20,Instagram,Aurora,Image,15191,22303,681,54,77,137
642,2026-04-20,Instagram,Nimbus,Image,8295,10616,606,40,35,72
643,2026-04-20,Instagram,Nimbus,Reel,19634,29231,2220,98,316,398
644,2026-04-20,TikTok,Nimbus,Video,3595,6105,319,18,64,30
645,2026-04-20,Instagram,Vela,Image,34782,51740,2469,152,255,403
646,2026-04-20,TikTok,Vela,Video,39148,57023,4531,180,450,491
647,2026-04-21,Instagram,Aurora,Image,21552,35395,1334,92,141,220
648,2026-04-22,TikTok,Nimbus,Video,17808,21699,1455,68,246,196
649,2026-04-22,Instagram,Vela,Carousel,35377,38931,2335,243,355,587
650,2026-04-22,TikTok,Vela,Video,24430,35565,2855,140,401,296
651,2026-04-23,Instagram,Aurora,Carousel,21370,28731,1915,116,199,417
652,2026-04-23,TikTok,Nimbus,Video,4722,6227,414,19,60,35
653,2026-04-23,TikTok,Vela,Video,58751,80265,5849,292,1051,535
654,2026-04-24,Instagram,Aurora,Reel,25311,34233,3273,158,438,410
655,2026-04-24,Instagram,Aurora,Story,12435,14167,394,26,55,68
656,2026-04-24,TikTok,Aurora,Video,48991,66749,3883,232,552,481
657,2026-04-24,TikTok,Nimbus,Video,7125,11131,467,42,90,63
658,2026-04-24,Instagram,Vela,Reel,19867,30303,2066,78,337,282
659,2026-04-24,TikTok,Vela,LiveStream,61141,81081,3012,491,455,184
660,2026-04-25,Instagram,Aurora,Story,18682,22449,550,41,91,106
661,2026-04-25,TikTok,Aurora,Video,16857,22286,1097,61,220,211
662,2026-04-25,Instagram,Vela,Reel,12518,20497,1525,68,221,182
663,2026-04-25,TikTok,Vela,LiveStream,36886,41571,3070,325,342,166
664,2026-04-26,Instagram,Aurora,Reel,38794,57354,3251,147,624,509
665,2026-04-26,TikTok,Aurora,Video,35598,49243,3987,200,511,443
666,2026-04-26,Instagram,Nimbus,Carousel,19182,26788,1377,101,199,499
667,2026-04-26,TikTok,Nimbus,Video,3865,5581,349,16,68,30
668,2026-04-27,Instagram,Aurora,Image,23231,32937,1771,102,168,225
669,2026-04-27,Instagram,Nimbus,Carousel,8150,13264,484,38,72,145
670,2026-04-27,TikTok,Nimbus,Video,12228,19706,989,54,149,106
671,2026-04-27,TikTok,Vela,Video,16533,18472,1590,98,182,118
672,2026-04-27,TikTok,Vela,LiveStream,53438,82166,4251,539,465,176
673,2026-04-28,TikTok,Aurora,LiveStream,13583,16558,1081,162,97,52
674,2026-04-28,Instagram,Nimbus,Carousel,20052,30589,1693,111,199,356
675,2026-04-28,Instagram,Vela,Story,28559,41311,903,66,127,115
676,2026-04-29,Instagram,Aurora,Carousel,25461,40866,2147,169,267,598
677,2026-04-29,TikTok,Aurora,Video,50989,75463,4157,184,894,481
678,2026-04-29,TikTok,Nimbus,LiveStream,6598,10919,509,81,39,28
679,2026-04-29,Instagram,Vela,Carousel,22110,29531,1375,145,285,495
680,2026-04-30,Instagram,Aurora,Image,26296,42443,1300,103,185,304
681,2026-04-30,TikTok,Aurora,Video,22755,36516,2587,95,403,173
682,2026-04-30,Instagram,Nimbus,Story,8717,13629,229,19,44,53
683,2026-04-30,TikTok,Nimbus,LiveStream,11759,13436,658,141,102,49
684,2026-04-30,TikTok,Vela,Video,36977,53390,3157,211,666,364
685,2026-05-01,Instagram,Aurora,Story,18871,23219,438,39,95,122
686,2026-05-01,TikTok,Aurora,Video,48852,57759,3333,191,680,602
687,2026-05-01,Instagram,Nimbus,Carousel,10387,16661,629,58,113,172
688,2026-05-01,Instagram,Vela,Carousel,19691,30401,1687,141,186,489
689,2026-05-01,Instagram,Vela,Story,35951,58258,1071,82,132,206
690,2026-05-01,TikTok,Vela,Video,54967,77149,4553,277,618,667
691,2026-05-02,Instagram,Nimbus,Story,15077,17044,405,28,66,86
692,2026-05-02,TikTok,Nimbus,LiveStream,3816,4385,329,36,24,15
693,2026-05-02,Instagram,Vela,Story,37607,46473,927,86,118,229
694,2026-05-03,Instagram,Aurora,Image,14150,20637,884,52,68,185
695,2026-05-03,Instagram,Nimbus,Story,8376,9698,231,21,27,45
696,2026-05-03,TikTok,Nimbus,LiveStream,7736,11860,467,82,55,38
697,2026-05-03,Instagram,Vela,Image,20684,32743,948,84,88,179
698,2026-05-03,TikTok,Vela,Video,27568,43988,2902,148,466,342
699,2026-05-04,TikTok,Aurora,LiveStream,51171,65262,3104,561,406,162
700,2026-05-04,TikTok,Aurora,LiveStream,49718,75106,3611,646,408,144
701,2026-05-04,Instagram,Nimbus,Image,18625,21621,1065,57,106,257
702,2026-05-04,Instagram,Nimbus,Story,14795,20677,329,31,57,60
703,2026-05-04,TikTok,Nimbus,LiveStream,15215,21492,1244,108,120,47
704,2026-05-04,Instagram,Vela,Carousel,26895,44761,1657,164,274,747
705,2026-05-04,Instagram,Vela,Image,46566,78834,3600,209,206,646
706,2026-05-04,TikTok,Vela,LiveStream,46127,63910,3549,439,440,200
707,2026-05-05,Instagram,Aurora,Image,22257,37030,995,98,170,196
708,2026-05-05,TikTok,Nimbus,Video,16128,23326,1531,70,235,190
709,2026-05-05,TikTok,Nimbus,Video,11081,15566,1042,49,147,126
710,2026-05-05,Instagram,Vela,Reel,9455,13941,1053,39,117,211
711,2026-05-05,Instagram,Vela,Story,14499,18062,372,33,52,52
712,2026-05-06,Instagram,Aurora,Image,36467,53515,1743,141,277,361
713,2026-05-06,Instagram,Aurora,Story,21685,28102,595,51,108,134
714,2026-05-06,TikTok,Aurora,Video,52378,75135,3709,288,952,457
715,2026-05-06,Instagram,Nimbus,Image,20860,27521,1594,87,116,210
716,2026-05-06,Instagram,Vela,Image,31224,35971,1729,162,134,403
717,2026-05-06,TikTok,Vela,Video,62728,71593,6905,347,676,644
718,2026-05-07,TikTok,Aurora,Video,16585,18548,1459,70,218,151
719,2026-05-07,Instagram,Nimbus,Story,14573,23018,504,25,61,60
720,2026-05-07,Instagram,Nimbus,Story,22936,38363,799,41,74,137
721,2026-05-07,TikTok,Nimbus,LiveStream,12214,15933,706,124,83,52
722,2026-05-07,TikTok,Nimbus,LiveStream,15645,18578,947,119,123,62
723,2026-05-07,TikTok,Vela,Video,59813,92547,4682,308,782,479
724,2026-05-07,TikTok,Vela,LiveStream,13639,15332,1223,139,86,55
725,2026-05-08,Instagram,Aurora,Reel,25137,34398,1990,137,405,507
726,2026-05-08,Instagram,Aurora,Reel,26469,34851,2926,153,509,414
727,2026-05-08,Instagram,Nimbus,Image,5936,9101,337,17,26,66
728,2026-05-08,Instagram,Nimbus,Image,19323,25719,1374,97,145,214
729,2026-05-08,TikTok,Nimbus,Video,15824,23464,1481,93,175,175
730,2026-05-08,Instagram,Vela,Story,46996,79144,1396,67,200,256
731,2026-05-08,TikTok,Vela,LiveStream,55808,66391,4870,502,372,263
732,2026-05-09,Instagram,Aurora,Carousel,37048,45636,2564,235,291,734
733,2026-05-09,TikTok,Aurora,Video,33637,49319,2271,180,505,367
734,2026-05-09,Instagram,Vela,Reel,25509,35068,2760,135,315,323
735,2026-05-09,TikTok,Vela,Video,46091,72225,4993,207,770,357
736,2026-05-09,TikTok,Vela,Video,65731,72411,5744,326,1027,628
737,2026-05-10,Instagram,Aurora,Image,10285,12127,650,45,65,97
738,2026-05-10,Instagram,Nimbus,Story,7602,10792,168,14,25,35
739,2026-05-10,TikTok,Nimbus,LiveStream,3401,4273,256,30,21,15
